,thumb 1-2,thumb 2-3,thumb 3-4,thumb_fore 4-5,fore 5-6,fore 6-7,fore 7-8,fore_middle 8-9,middle 9-10,middle 10-11,middle 11-12,middle_ring 12-13,ring 13 -14,ring 14-15,ring 15-16,ring_pinky 16-17,pinky 17-18,pinky 18-19,pinky 19-20
0,0.4475199751571699,0.13706617431018764,0.348771003583907,-1.0164888305933455,-0.2213144423477913,0.3529903878269105,0.7266423406817256,-0.33067888857647887,-0.13863973713415806,0.5633162614919681,0.9652516631899266,-0.35877067027057225,-0.13800602365751946,0.6146629519221655,0.9272952180016123,-0.3217505543966422,-0.09966865249116202,0.43662715981354133,0.896055384571344
