thumb 1-2,thumb 2-3,thumb 3-4,thumb_fore 4-5,fore 5-6,fore 6-7,fore 7-8,fore_middle 8-9,middle 9-10,middle 10-11,middle 11-12,middle_ring 12-13,ring 13 -14,ring 14-15,ring 15-16,ring_pinky 16-17,pinky 17-18,pinky 18-19,pinky 19-20
5.393405990831807,5.6740218415188135,5.881956508174738,3.6052402625905993,4.996183089593018,4.825116591975068,4.773537143033991,1.8366053099579778,0.18822150530477075,1.3009471708564273,2.1962813670341257,3.495295799670915,0.379103853487808,1.6784861976277172,2.7532739354173272,3.6095320817326106,0.41522733555523167,1.9576720445259246,3.026716048172894
