thumb 1-2,thumb 2-3,thumb 3-4,thumb_fore 4-5,fore 5-6,fore 6-7,fore 7-8,fore_middle 8-9,middle 9-10,middle 10-11,middle 11-12,middle_ring 12-13,ring 13 -14,ring 14-15,ring 15-16,ring_pinky 16-17,pinky 17-18,pinky 18-19,pinky 19-20
0.6889243882148615,0.2662520491509254,0.07677189126977803,1.2590788805456303,1.158385885197509,1.2587542052323635,1.301628834009196,-0.9289133395667051,1.4727510495010567,1.5451609182732213,1.5422326689561332,-1.313140054469922,1.2436982297891037,1.18018928309721,1.2082520895303888,-1.4677147182721977,0.9137213910832431,0.9197196053504169,1.1071487177940904
