,thumb 1-2,thumb 2-3,thumb 3-4,thumb_fore 4-5,fore 5-6,fore 6-7,fore 7-8,fore_middle 8-9,middle 9-10,middle 10-11,middle 11-12,middle_ring 12-13,ring 13 -14,ring 14-15,ring 15-16,ring_pinky 16-17,pinky 17-18,pinky 18-19,pinky 19-20
0,0.23374318086890145,0.1418970546041639,-0.29145679447786704,1.1922507314834034,1.0265158418489166,1.1071487177940904,1.1902899496825317,-0.7576275268040272,1.4801364395941516,1.5430256902014756,1.4501726582147942,-1.340576739518053,1.1071487177940904,0.9745971854974165,1.0358412530088001,-1.3415643935179014,0.728854726452631,0.6640461628266847,0.7583777142101836
