,thumb 1-2,thumb 2-3,thumb 3-4,thumb_fore 4-5,fore 5-6,fore 6-7,fore 7-8,fore_middle 8-9,middle 9-10,middle 10-11,middle 11-12,middle_ring 12-13,ring 13 -14,ring 14-15,ring 15-16,ring_pinky 16-17,pinky 17-18,pinky 18-19,pinky 19-20
0,0.6055446636049701,0.507098504392337,0.519146114246523,0.9629943306809361,0.9685089806599325,0.9420000403794635,1.1525719972156678,-0.7853981633974484,1.382574821490126,1.3439974787410107,1.3734007669450161,-1.1938870564700754,1.5120405040791716,1.4801364395941516,1.460139105621,-1.3408918986629919,1.390942827002418,0.9827937232473292,1.0303768265243123
