,thumb 1-2,thumb 2-3,thumb 3-4,thumb_fore 4-5,fore 5-6,fore 6-7,fore 7-8,fore_middle 8-9,middle 9-10,middle 10-11,middle 11-12,middle_ring 12-13,ring 13 -14,ring 14-15,ring 15-16,ring_pinky 16-17,pinky 17-18,pinky 18-19,pinky 19-20
0,0.2860514417173182,0.11487660541689913,0.15264932839526515,1.1224536451182825,0.9973558006400676,1.0951011079399047,1.1220729827841756,-0.8224182792713782,1.3701434494750102,1.3886280163221336,1.379611867197882,-1.1839206090638685,1.4876550949064546,1.5385494443596408,1.5337762109209667,-1.3146449442292936,1.428899272190732,1.515297821549181,1.515297821549181
