thumb 1-2,thumb 2-3,thumb 3-4,thumb_fore 4-5,fore 5-6,fore 6-7,fore 7-8,fore_middle 8-9,middle 9-10,middle 10-11,middle 11-12,middle_ring 12-13,ring 13 -14,ring 14-15,ring 15-16,ring_pinky 16-17,pinky 17-18,pinky 18-19,pinky 19-20
0.785398163397448,0.855052737126016,0.919719605350417,-1.10714871779409,-0.408149103755089,0.099668652491162,0.785398163397448,-0.336674819386727,-0.385157506363474,0.339292614454045,1.01219701145133,-0.362087407693728,-0.244978663126864,0.339292614454045,0.90975315794421,-0.362087407693728,-0.203045217253465,0.404891786285083,0.982793723247329
