thumb 1-2,thumb 2-3,thumb 3-4,thumb_fore 4-5,fore 5-6,fore 6-7,fore 7-8,fore_middle 8-9,middle 9-10,middle 10-11,middle 11-12,middle_ring 12-13,ring 13 -14,ring 14-15,ring 15-16,ring_pinky 16-17,pinky 17-18,pinky 18-19,pinky 19-20,gesture
1.2667953874547522,1.4659193880646637,0.6000502134017536,0.016127633843636236,0.9638086627484886,1.1441688336680205,1.092443895416239,-1.2684339244120932,0.65788860518221,-0.9034901918165422,-1.5337762109209667,0.04874185130993158,0.4335814839517618,-0.9978301839061905,-1.2341215074081693,-0.04107277859045407,0.43113874071878217,-0.8850668158886102,-1.199905037982234,music_end
1.3734007669450157,1.499488862009606,0.5585993153435626,-0.25933174440068485,0.9827937232473292,1.1193432352423422,1.0768549578753155,-1.177209300432546,0.8734055369251891,-0.7649928327109102,-1.446441332248136,-0.07561314323682984,0.6043055068662296,-1.0062269331267968,-1.3654009376051295,0.10308160852270024,0.6393859056861729,-0.9505468408120752,-1.2924966677897853,music_end
1.355980926393238,1.5475447039844328,0.49180917598869855,-0.3805063771123649,0.9877197917757521,1.1583858851975095,1.0303768265243125,-1.1842017448450477,0.9877197917757521,-0.6202494859828216,-1.3258176636680328,-0.22471116841464273,0.628796286415433,-0.9670469933974605,-1.3986055122719576,0.08599429119424074,0.6202494859828216,-0.9723774333163593,-1.3473197256542633,music_end
1.3771743339389513,1.425486316159195,0.5404195002705843,-0.9272952180016123,1.0829598881352542,1.1324597669369387,1.051650212548374,-1.2407357143854625,1.0789871508061981,1.2882413743253092,1.3101939350475555,-1.3130910780765828,1.0906212971913696,-1.069192272605776,-1.4801364395941516,-0.15776873759595397,0.9884433806509133,-1.0164888305933453,-1.2178059389679863,music_end
1.5337762109209667,1.3578579772154995,0.4124104415973874,-0.25825221981103874,0.9461609040232831,1.0303768265243125,0.9342881110069458,-1.1256651198620995,0.8288490587889792,-0.8760580505981934,-1.2341215074081693,-0.017239671194529696,0.659310068332858,-0.960070362405688,-0.9272952180016123,-0.019997333973150535,0.7266423406817256,-0.9197196053504169,-0.9685089806599325,music_end
1.551567927695189,1.2998494764564759,0.348771003583907,-0.20749622643520266,0.9827937232473292,1.0447299077981331,0.9827937232473292,-1.1691130856490977,0.7328151017865067,-0.8760580505981934,-1.2341215074081693,-0.015150355874769811,0.5255837935516102,-1.0447299077981331,-0.9272952180016123,0.036347621019020664,0.6137700950165683,-1.056345013735869,-0.9272952180016123,music_end
1.5308176396716056,1.4204248987877621,1.3258176636680328,-0.12630811706324024,1.065506138695502,1.0447299077981331,0.9544993893988255,-1.2206296507047798,0.6747409422235527,-0.9475969968608307,-1.2490457723982547,0.06053201978210713,0.4072558480748469,-1.1309537439791606,-0.8567056281827388,0.12010873556691289,0.4721219824037768,-1.0912770348023004,-0.8253768505207383,music_end
1.5131678993174218,1.4204248987877621,1.3439974787410107,-0.1418970546041639,1.0493618870231531,1.069192272605776,0.973619668702219,-1.2206296507047798,0.6947382761967033,-0.9167136023805363,-1.3734007669450161,-0.014083575822860189,0.37724905964235905,-1.1309537439791606,-0.8567056281827388,0.1347712844777311,0.44684246848576414,-1.1232763516377267,-0.7853981633974484,music_end
1.5120405040791733,1.424784069083622,1.3045442776439715,-0.09204684886340674,1.056345013735869,1.1071487177940904,1.0636978224025595,-1.2464617988210989,0.6181442259351873,-0.9440534255838495,-1.382574821490126,0.014083575822860189,0.3320594675428855,-1.1849136573968229,-0.896055384571344,0.13706617431018764,0.37372681996555346,-1.1606689862534054,-0.7483780475235183,music_end
1.551567927695189,1.453687582228032,1.3439974787410107,-0.24848742065740273,1.0982993912778327,1.1441688336680205,1.1525719972156676,-1.2698760924344714,0.5971766580926776,-0.9745971854974165,-1.2924966677897853,0.01492426499008499,0.4291785080012981,-1.201462669121271,-0.8198672643969561,0.05875582271572269,0.5020901990219941,-1.1978086049948358,-0.7853981633974484,music_end
1.5316007248678394,1.352127380920955,0.7853981633974482,-0.31597027195298044,1.0204103791181054,1.0552473193359175,0.9827937232473292,-1.1871304025342904,0.7597627548757707,-0.9002747688143474,-1.356735643231075,-0.01492426499008499,0.5404195002705843,-1.1071487177940904,-1.0222469243443686,0.03569911267932397,0.6181442259351873,-1.0899090465995611,-0.956133374872731,music_end
1.5519306407732278,1.2490457723982544,0.16514867741462685,-0.3805063771123649,0.9570262317783282,0.9994588469612699,0.8353565591193911,-1.1071487177940904,0.962107019467485,-0.8884797719201486,-1.2068173702852527,0.092329334731599,0.7853981633974484,-0.9536049352545345,-0.9685089806599325,0.02040533068653809,0.9420000403794637,-0.8663022625526788,-1.0121970114513343,music_end
1.551567927695189,1.1626472230398075,0.08314123188844123,-0.5280744484263598,0.9349579032711516,0.9745971854974165,0.8097835725701669,-1.0957855705297999,1.0545656561831487,-0.8567056281827388,-1.2793395323170293,-0.03702011587393003,0.8567056281827388,-0.9324765187858509,-1.0121970114513343,-0.019605330857204686,0.956133374872731,-0.8621700546672263,-1.0584068664841588,music_end
1.5503909961083635,1.165904540509813,0.2629947316809195,-0.6435011087932844,0.8930880342302691,0.9745971854974165,0.8353565591193911,-1.0687061277729026,1.0222469243443686,-0.8224182792713784,-1.2924966677897853,-0.03702011587393003,0.8023456932038532,-0.9380474917927133,-1.0636978224025595,0.019997333973150535,0.8671825440154444,-0.9197196053504169,-1.0838970949836277,music_end
1.5300026439270311,1.2924966677897853,0.5880026035475676,-0.3455555805817121,1.0056468867881374,1.0303768265243125,0.9129077216126866,-1.165904540509813,0.7150916992788238,-0.8465463260467495,-1.3909428270024182,0.030759526070469233,0.5724598138180511,-1.025141272267905,-1.0863183977578734,0.019228399099707204,0.7170118198069448,-0.9505468408120752,-1.1284221038181517,music_end
1.5503909961083635,1.3617733839886323,0.9151007005533602,-0.3165692536124036,1.0714496051147666,1.0552473193359175,0.9420000403794635,-1.1967518952789622,0.7313966630214799,-0.8491414759301352,-1.4352686128093954,-0.015383401780595152,0.5734405261548289,-1.025141272267905,-1.1722738811284763,0.036347621019020664,0.6659692373791098,-0.9827937232473292,-1.1525719972156678,music_end
1.5503909961083635,1.3734007669450157,0.7328151017865067,-0.2006528773198866,1.124690777851493,1.1324597669369387,1.060308004878121,-1.2729139179419475,0.7237479927581892,-0.9324765187858509,-1.356735643231075,0.029403288204005115,0.4928363969936007,-1.1201350007142632,-1.0460005551447893,0.07259945373049462,0.5585993153435626,-1.0899090465995611,-0.956133374872731,music_end
1.5308176396716056,1.4852910331166918,1.1760052070951352,-0.15264932839526515,1.186626962402297,1.1955255039389392,1.1071487177940904,-1.33589796738708,0.6504214135435249,-0.9900399732272263,-1.3473197256542633,0.0570807824062646,0.4423742229767449,-1.1955255039389392,-0.956133374872731,0.08904958263449779,0.5020901990219941,-1.1760052070951352,-0.8884797719201486,music_end
1.4711276743037347,1.5137155443886319,1.2490457723982544,-0.10727885564840274,1.231503712340852,1.2490457723982544,1.1525719972156676,-1.3859392947764555,0.6262614375987546,-0.9753864513161639,-1.3370531459259951,0.0422284021130019,0.39852244566642026,-1.1955255039389392,-0.9272952180016123,0.08904958263449779,0.49513326346840414,-1.1760052070951352,-0.896055384571344,music_end
1.4513674007765576,1.5413930385908878,1.4056476493802699,-0.04408905739807184,1.3028859043715568,1.312025434831199,1.2387368592520112,-1.4504135059943375,0.5020901990219941,-1.0303768265243125,-1.2178059389679863,0.07030646411862446,0.28255495246958745,-1.296628875675238,-0.7853981633974484,0.14444157837464397,0.37724905964235905,-1.2753554896511767,-0.7853981633974484,music_end
1.4489538897749787,1.5413930385908878,1.4288992721907323,-0.05790620524810725,1.316428268241631,1.2847448850775787,1.2597980461893556,-1.4646395252822608,0.4783524313786575,-1.0824623757384912,-1.1722738811284763,0.09827395325600918,0.2929123975255233,-1.304544277643971,-0.8224182792713784,0.12219517069135505,0.3868757177310281,-1.2360594894780819,-0.7853981633974484,music_end
1.4925251862736186,1.5120405040791716,1.3734007669450157,-0.1460122577112754,1.2793395323170296,1.2578950989145123,1.196462710787313,-1.408307217577693,0.5833730069938559,-0.960070362405688,-1.2793395323170293,0.027770636593421036,0.3514447940035517,-1.2220253232109894,-0.8198672643969561,0.12659212727997207,0.43240777557053783,-1.2252407462131845,-0.7853981633974484,music_end
1.5096481641455952,1.4288992721907323,0.9827937232473289,-0.12246105741734142,1.2050490255325519,1.2220253232109894,1.1525719972156676,-1.3620191446128311,0.6370703292756836,-0.9685089806599325,-1.3258176636680328,0.056278536288761956,0.4356828730309406,-1.1583858851975095,-0.9179496956941224,0.05549850524571683,0.5104883219167758,-1.1410340476982082,-0.8198672643969561,music_end
1.552279924726889,1.3838170568759849,0.6107259643892086,-0.2573237149710887,1.1505996131856213,1.1583858851975095,1.0303768265243125,-1.2913485626685244,0.6991925897216695,-0.9536049352545345,-1.3734007669450157,0.05963071313116939,0.5292467808318448,-1.1324597669369387,-1.1071487177940904,0.07393903765794034,0.6078019961139605,-1.0743735733900146,-1.0222469243443686,music_end
1.5511909959376884,1.4100335861690616,0.7419472680059174,-0.32740021180022655,1.065506138695502,1.1466019188911296,1.0303768265243125,-1.2384641567771786,0.8243395064944875,-0.9440534255838495,-1.4513674007765576,0.015871682991790047,0.5785242144177053,-1.1201350007142632,-1.165904540509813,0.09585914711001318,0.6435011087932844,-1.1071487177940904,-1.1479424006619559,music_end
1.5511909959376884,1.3734007669450157,0.7419472680059174,-0.3608367830330907,1.0204103791181054,1.0808390005411683,1.0121970114513343,-1.195044272022286,0.7853981633974482,-0.8831250707561672,-1.3654009376051295,0.0,0.5977583915930821,-1.025141272267905,-1.1479424006619559,0.019228399099707204,0.6777082925646277,-1.0164888305933453,-1.1071487177940904,music_end
1.5511909959376884,1.3258176636680323,0.7454194762741583,-0.4145068745847859,0.9994588469612699,1.0808390005411683,0.9723774333163593,-1.1854198583153686,0.7583777142101836,-0.8253768505207383,-1.446441332248136,0.0,0.5830765350191446,-1.015302591529353,-1.190289949682532,0.0544914562407312,0.6898000447336078,-0.9505468408120752,-1.1722738811284763,music_end
1.5096481641455952,1.2924966677897853,0.5585993153435626,-0.4551008085681946,0.9884433806509133,0.9994588469612699,0.9129077216126866,-1.1390104416914508,0.7313966630214799,-0.844153986113171,-1.356735643231075,0.015150355874769811,0.6223028711872075,-0.9907935525872159,-1.1284221038181517,0.0,0.7313966630214799,-0.9197196053504169,-1.1722738811284763,music_end
1.5316007248678394,1.2924966677897853,0.5028432109278609,-0.5218342798144104,0.960070362405688,1.0405805540182669,0.9129077216126866,-1.1390104416914508,0.7720656201033027,-0.844153986113171,-1.315613936174078,0.015871682991790047,0.628796286415433,-0.9907935525872159,-1.0460005551447893,0.019228399099707204,0.7328151017865067,-0.9723774333163593,-1.1071487177940904,music_end
1.4909663410826586,1.2818209168023302,0.388318718172466,-0.5819051181398855,0.9481255380378293,0.9907935525872159,0.8621700546672263,-1.0951011079399047,0.8876048815047018,-0.805003494254653,-1.4121410646084946,-0.0779666338315423,0.7105383156866815,-0.9827937232473292,-1.165904540509813,0.0,0.7590884461445261,-0.9629943306809361,-1.2068173702852527,music_end
1.5291537476963097,1.2998494764564759,0.4048917862850834,-0.4636476090008061,0.9025069079643125,0.9907935525872159,0.8902751021276821,-1.0951011079399047,0.8988331552046647,-0.7853981633974482,-1.4352686128093954,-0.15264932839526515,0.6610431688506869,-0.9670469933974605,-1.1479424006619559,-0.017855245139552518,0.7066142024083045,-0.9420000403794635,-1.1284221038181517,music_end
1.5291537476963097,1.2998494764564759,0.4444192099010989,-0.4453010438876859,0.9151007005533603,1.015302591529353,0.8379812250083901,-1.0951011079399047,0.9629943306809361,-0.6659692373791098,-1.525373047373322,-0.22785704871709972,0.6991925897216695,-0.9440534255838495,-1.2490457723982547,-0.05080370405822165,0.7328151017865067,-0.8902751021276821,-1.2341215074081693,music_end
1.5308176396716056,1.2742505177251962,0.36397895650964407,-0.4444192099010989,0.9189272124893199,0.9907935525872159,0.8663022625526788,-1.0990188156141467,0.9420000403794635,-0.6837093116343713,-1.525373047373322,-0.2030452172534651,0.6831914452901948,-0.9440534255838495,-1.2341215074081693,-0.035073330533225366,0.7313966630214799,-0.9420000403794635,-1.2178059389679863,music_end
1.5308176396716056,1.2818209168023302,0.348771003583907,-0.5218342798144104,0.9481255380378293,0.9745971854974165,0.8663022625526788,-1.1031164815829972,0.9048270894157867,-0.6837093116343713,-1.5208379310729512,-0.18889718087762267,0.671963171590232,-0.9505468408120752,-1.2341215074081693,-0.035073330533225366,0.7590884461445261,-0.9420000403794635,-1.2341215074081693,music_end
