,thumb 1-2,thumb 2-3,thumb 3-4,thumb_fore 4-5,fore 5-6,fore 6-7,fore 7-8,fore_middle 8-9,middle 9-10,middle 10-11,middle 11-12,middle_ring 12-13,ring 13 -14,ring 14-15,ring 15-16,ring_pinky 16-17,pinky 17-18,pinky 18-19,pinky 19-20
0,1.455919721377997,1.352127380920955,1.2793395323170293,-0.5779019369622456,1.3134726118238083,-0.7853981633974482,-1.2793395323170293,-0.26060239174734096,1.1583858851975095,-0.5880026035475674,-1.165904540509813,-0.4497596130698391,1.1341691669813554,-0.41822432957922917,-1.051650212548374,-0.5619215622568153,1.2036224929766774,0.0,-0.896055384571344
