thumb 1-2,thumb 2-3,thumb 3-4,thumb_fore 4-5,fore 5-6,fore 6-7,fore 7-8,fore_middle 8-9,middle 9-10,middle 10-11,middle 11-12,middle_ring 12-13,ring 13 -14,ring 14-15,ring 15-16,ring_pinky 16-17,pinky 17-18,pinky 18-19,pinky 19-20
0.4856220932974687,0.41012734054149097,0.24497866312686414,0.9850820487725499,1.2983331773911053,1.4410937896389848,1.4464413322481358,-1.1261166323985168,1.5448281395833376,1.5316007248678396,1.5469913006098266,-1.3880747660327988,1.3763162105797908,1.3948567013423685,1.4977557614917774,-1.5372893190140338,1.2555816270441857,1.4108832036366774,1.5385494443596408
