thumb 1-2,thumb 2-3,thumb 3-4,thumb_fore 4-5,fore 5-6,fore 6-7,fore 7-8,fore_middle 8-9,middle 9-10,middle 10-11,middle 11-12,middle_ring 12-13,ring 13 -14,ring 14-15,ring 15-16,ring_pinky 16-17,pinky 17-18,pinky 18-19,pinky 19-20
0.03844259002118798,-1.1210367137250579,-1.3101939350475558,1.278698095586527,1.231503712340852,1.348714424889416,1.4640606541457615,-1.0290764371402694,1.3465615756858007,1.3854483767992019,1.272297395208717,-1.5350972141155732,0.6747409422235526,0.6578886051822099,0.7298996581517315,-1.0679531158670361,0.034469100999508014,-0.04164257909858843,-0.043450895391530846
