thumb 1-2,thumb 2-3,thumb 3-4,thumb_fore 4-5,fore 5-6,fore 6-7,fore 7-8,fore_middle 8-9,middle 9-10,middle 10-11,middle 11-12,middle_ring 12-13,ring 13 -14,ring 14-15,ring 15-16,ring_pinky 16-17,pinky 17-18,pinky 18-19,pinky 19-20
0.3455555805817121,0.09495170634275632,-0.047583103276983396,0.9085808255387245,0.996491496620195,1.0370881351556351,1.0460005551447893,-0.8364486591584582,1.4758446204521396,1.4601391056210011,1.5253730473733222,-1.309577792180362,1.4631064559620763,1.4876550949064546,1.520837931072951,-1.4711276743037347,1.0222469243443686,1.1071487177940904,1.3045442776439713
