thumb 1-2,thumb 2-3,thumb 3-4,thumb_fore 4-5,fore 5-6,fore 6-7,fore 7-8,fore_middle 8-9,middle 9-10,middle 10-11,middle 11-12,middle_ring 12-13,ring 13 -14,ring 14-15,ring 15-16,ring_pinky 16-17,pinky 17-18,pinky 18-19,pinky 19-20,gesture
0.7724118804772758,1.3370531459259951,0.9670469933974605,0.5754246505352849,1.2387368592520112,0.8519663271732721,0.8176450458327023,1.519992622736673,1.1210367137250579,0.996491496620195,0.8253768505207383,1.4801364395941516,1.1583858851975095,1.0121970114513343,0.7086262721276703,1.5102643070127886,1.1210367137250579,1.042721878368537,0.7853981633974482,kill
0.6898000447336078,1.256564427710558,0.9575889779203873,0.3759609538713057,1.272297395208717,0.9380474917927133,0.9707461133931431,1.5007357441564404,1.1525719972156676,1.0808390005411683,1.199905037982234,1.4801364395941516,1.190289949682532,1.0768549578753155,1.3909428270024182,1.4787494779314896,1.1220729827841753,1.1525719972156678,1.190289949682532,kill
0.7170118198069448,1.2722973952087173,1.0303768265243125,0.5585993153435623,1.1978086049948358,0.9272952180016123,0.9505468408120752,1.5369109968907795,0.9629943306809361,0.996491496620195,1.0074800653029286,1.4651307446950406,1.042721878368537,0.996491496620195,0.8379812250083901,1.4310874525057324,0.9544993893988255,1.0584068664841588,1.0636978224025595,kill
0.7431697612844465,1.2722973952087173,1.1341691669813554,0.5700404636997102,1.4056476493802699,0.9505468408120752,0.9453112865556675,1.444204199514924,1.1232763516377267,0.9827937232473292,0.996491496620195,1.5400368007244287,1.0303768265243125,0.9685089806599325,0.7853981633974484,1.4204248987877621,0.901157381118259,1.0584068664841588,0.960070362405688,kill
0.7980557152315003,1.3197936401518622,1.0303768265243125,0.7853981633974482,1.4840579881189118,0.8176450458327023,0.8139618212362083,1.518213265183956,0.9629943306809361,0.9179496956941224,0.8198672643969561,1.4310874525057324,0.9928943898326509,0.9453112865556675,0.4993467216801301,1.376555330613493,0.901157381118259,0.996491496620195,0.8519663271732721,kill
0.7454194762741583,1.2637505947761056,0.8913825213870483,0.7853981633974482,1.4513674007765576,1.0768549578753155,0.9151007005533602,1.1731683352727673,1.1839206090638685,1.165904540509813,1.1071487177940904,1.3701434494750102,1.1525719972156676,1.18018928309721,0.24497866312686414,1.4640606541457615,0.9745971854974165,1.3961241277866574,1.1071487177940904,kill
0.7454194762741583,1.1626472230398075,1.477319545636308,0.6000502134017536,1.1562894522101106,1.2120256565243246,1.2924966677897853,0.7368925511570649,1.5350972141155732,1.2679114584199251,1.0303768265243123,0.8709034570756529,1.4337301524847086,1.3854483767992019,0.4636476090008061,0.9521519758701495,1.2490457723982544,1.1071487177940904,0.06656816377582381,kill
0.7604033697785281,1.1284221038181517,1.4337301524847086,0.5280744484263596,1.2036224929766772,1.460139105621,1.3734007669450161,0.6327488350021832,1.5350972141155732,1.2220253232109894,1.3258176636680323,0.8589494538859881,1.5019398374938513,1.4181469983996313,0.540419500270584,0.9388220849762934,1.1955255039389392,1.3045442776439715,0.19739555984988078,kill
0.7977432152416728,1.2706251559647848,1.2662854435927844,0.8699419189104466,1.3473197256542633,0.9151007005533602,0.9097531579442097,1.186626962402297,1.1606689862534054,1.01914134426635,0.9505468408120752,1.3909428270024182,1.060308004878121,0.9685089806599325,0.348771003583907,1.5350972141155732,1.0088747645380813,1.1583858851975095,0.6947382761967033,kill
0.773053111553224,1.261865582871155,0.9167136023805363,0.6435011087932844,1.3986055122719576,0.9420000403794635,1.0121970114513343,1.2220253232109894,1.051650212548374,0.8329812666744317,0.8760580505981934,1.5083775167989388,1.047518004662921,0.7853981633974484,0.507098504392337,1.4580687152045195,0.9097531579442096,0.7853981633974484,0.540419500270584,kill
0.8110335719191258,1.2870022175865687,0.896055384571344,0.6919213822388588,1.3986055122719576,1.0040671092713902,0.8685393952858894,1.190289949682532,1.051650212548374,0.8760580505981934,0.5667292175235062,1.5480729659532582,0.9917220574271659,0.8253768505207383,0.348771003583907,1.3698420631067996,0.8652281491096857,0.714090698612158,0.39479111969976155,kill
0.850242190950655,1.3654009376051295,1.073453610448074,0.7853981633974484,1.0899090465995611,0.5585993153435626,0.6000502134017536,1.3258176636680323,1.1071487177940904,0.896055384571344,0.5280744484263598,1.525373047373322,0.8913825213870483,0.6146629519221655,0.12435499454676145,1.1383885512243588,0.7853981633974484,0.548549402450528,0.26060239174734096,kill
0.9272952180016123,1.3854483767992019,0.9685089806599325,0.739277047382937,0.960070362405688,0.507098504392337,0.5543074962015512,1.1401038154083885,1.0714496051147666,0.896055384571344,0.628796286415433,1.5480729659532582,0.8270407424960367,0.5317240672588055,0.17467219900823971,1.0537643743033551,0.728854726452631,0.4844779290370232,0.24497866312686414,kill
