thumb,fore,middle,ring,pinky,gesture
4.989057319466585,2.909035711784884,3.118869292748152,3.2388458518413588,3.366303822004436,thumbs_up2_start
4.948845122584607,2.896613990462929,3.1891757568667765,3.2691022118050315,3.3865713167166573,thumbs_up2_start
4.825823972191905,2.827972001373095,3.1665874472087134,3.2691022118050315,3.4078447027407184,thumbs_up2_start
4.73738377400361,2.8387077852148215,3.333640670830523,3.344637870843258,3.4846165940104967,thumbs_up2_start
4.4907394174060125,2.4558631426835067,3.6052402625905993,3.7001919689333556,3.823909208464541,thumbs_up2_start
4.419476582859167,2.0344439357957027,3.989409626983199,4.324070262212224,4.068887871591405,thumbs_up2_start
4.334622322444869,0.7853981633974483,4.331882603272325,4.59751237496779,4.778957144160513,thumbs_up2_start
4.230991756327386,0.3217505543966422,4.9729913721320305,4.8120576328758515,5.368084606626226,thumbs_up2_start
4.158081484183139,5.662935821196765,4.996183089593018,4.990688639389801,5.594260918964725,thumbs_up2_start
4.206597664790286,5.244113047643495,4.521204520787675,4.434089321379578,4.612720327893528,thumbs_up2_start
4.242606479026008,5.224778440695427,4.541653768909407,4.485590132330804,4.829497724951554,thumbs_up2_start
4.290137826933417,5.695182703632018,4.884579794907628,4.757812259806267,5.231535094631212,thumbs_up2_start
4.403190068057615,5.654389020764153,4.90978454023457,4.817265919114924,5.378358217763799,thumbs_up2_start
4.606124117493611,0.06656816377582381,5.345137815386873,5.414645911893697,5.97513252615581,thumbs_up2_start
4.74940909625862,0.23109066719589708,5.751461239920781,5.864960977600357,6.130535978784321,thumbs_up2_start
4.761130831694621,0.30587887140485215,5.860331381046645,5.838766097278487,6.100074489917102,thumbs_up2_start
4.700194462936437,0.25732371497108864,5.93441430359568,5.878293520894503,6.029511211040943,thumbs_up2_start
4.592484995019666,0.3217505543966422,6.112450095704303,5.949941006067913,5.896309589448558,thumbs_up2_start
4.541240374968508,0.25168997175818675,0.0,6.080140089926121,5.971143185617053,thumbs_up2_start
4.547240302970063,0.24497866312686414,0.049958395721942765,6.180978589072333,6.132813879172452,thumbs_up2_start
4.547240302970063,0.27829965900511133,0.1076898708328207,6.2244294844638635,6.1506337748829125,thumbs_up2_start
4.533595925581769,0.2030452172534651,0.1076898708328207,6.22768680193387,6.103331807387108,thumbs_up2_start
4.5570247265331565,0.22471116841464267,0.0787839609891438,6.22768680193387,6.108513108171347,thumbs_up2_start
4.531462519630568,0.2741674511196588,0.13432144195296852,6.255414670586165,6.189708526020997,thumbs_up2_start
4.507967775007543,0.1418970546041639,6.1588303126328245,5.9917285127017195,5.928479655168646,thumbs_up2_start
4.484699660616034,0.2662520491509253,6.130535978784321,6.1064764511095495,6.141288252575422,thumbs_up2_start
4.479832038579781,0.4124104415973873,5.541238039173669,5.378358217763799,5.81953769817878,thumbs_up2_start
4.493720034510748,2.9340964271545906,3.669667102016153,3.86584265433794,3.74001154706833,thumbs_up2_start
4.598596973240982,3.061762667877556,3.5257620179823927,3.697758883710246,3.720666922957524,thumbs_up2_start
4.578067538431721,3.050932766389048,3.5598169831690223,3.660738767836316,3.7850937623830774,thumbs_up2_start
4.6311726739339525,3.170995941793798,3.456350314981102,3.416502495070466,3.56578706149356,thumbs_up2_start
4.629247748496248,-0.0,3.4633432079864352,3.4633432079864352,3.6299266046461987,thumbs_up2_start
4.616300264867323,-0.0,3.4444775219647648,3.4137385441209807,3.617287872444785,thumbs_up2_start
4.6330106658251164,3.017237659043032,3.3214461533822712,3.3700892928816555,3.374149595394702,thumbs_up2_start
4.65498086574789,2.988943325194528,3.3700892928816555,3.3753358344586943,3.4794708418300715,thumbs_up2_start
4.688863909399473,3.114572204402528,3.4772312039174023,3.4782674729765204,3.663996085306322,thumbs_up2_start
4.6419176358058944,3.113822016996372,3.4137385441209807,3.3925953402328277,3.527475322987867,thumbs_up2_start
4.5815615843106325,-0.0,3.5782198134033343,3.6663884252399006,3.682012153860377,thumbs_up2_start
4.592960054366351,3.070285188804503,3.5713549326864817,3.685873138535773,3.76833555480084,thumbs_up2_start
4.601731759210794,3.0419240010986313,3.5652615754673094,3.7295952571373605,3.76833555480084,thumbs_up2_start
4.54076091200381,3.30674133100442,3.780978559275966,3.9814822732279724,3.9526262255089186,thumbs_up2_start
4.437479138904017,2.62244653934327,4.149072718892722,4.504892753949487,5.20633034930427,thumbs_up2_start
4.464275531288013,2.961739153797315,3.970441712378772,4.145659762861183,4.501295647161943,thumbs_up2_start
4.4894887480563135,2.819842099193151,4.193242866138167,4.570491925780526,5.580928375670579,thumbs_up2_start
4.524749208580324,6.216617143403762,5.564355307557962,5.556542966497861,5.835665332022416,thumbs_up2_start
4.4644341355689985,6.183516654688424,5.837079758236182,5.81953769817878,5.951125839636701,thumbs_up2_start
4.420932185906823,6.2397344117880555,5.902678930067221,5.80366601518699,5.920641069915079,thumbs_up2_start
4.4059044155348275,0.0,6.000630354709998,5.87427747822866,5.971143185617053,thumbs_up2_start
4.398157081300352,6.244742717158398,5.9917285127017195,5.902678930067221,5.980300438804615,thumbs_up2_start
4.383062813336852,6.241542728080998,5.949941006067913,5.786762553774705,5.878293520894503,thumbs_up2_start
4.3868931251482115,6.1588303126328245,5.850777531609048,5.768733994120558,5.804832875800929,thumbs_up2_start
4.368583179294532,6.180103698656886,5.8589908992758195,5.65916225420283,5.737530252652594,thumbs_up2_start
4.342704691589388,6.180103698656886,5.886105861954604,5.776086802787249,5.727691571914042,thumbs_up2_start
4.321153401257516,6.248716206180078,5.971143185617053,5.759906985047611,5.721263744922771,thumbs_up2_start
4.331882603272325,6.250938424744333,5.988950742068399,5.791376131190888,5.805839924805914,thumbs_up2_start
4.327525332373027,6.249864311301339,6.009017856059927,5.81953769817878,5.764039192933064,thumbs_up2_start
4.346870774192793,0.028563657838759995,6.096206037260675,5.917983857391413,5.81953769817878,thumbs_up2_start
4.3536183101141175,0.1076898708328207,6.211877842394296,6.019221583553882,5.897302637781513,thumbs_up2_start
4.3906384259880475,6.230602245568645,6.185932108928021,6.0082754656989135,5.936646442745644,thumbs_up2_start
4.416462941920481,0.0,6.216617143403762,6.128866531253467,6.0618708648317945,thumbs_up2_start
4.444022769478783,0.10379234045704283,0.0,6.204914166658308,6.17252808600569,thumbs_up2_start
4.493720034510748,0.1418970546041639,0.020405330686538086,6.263187973206436,6.237762027758009,thumbs_up2_start
4.519688221722304,0.17137912638950764,0.020405330686538086,0.0,0.0,thumbs_up2_start
4.553252254585996,0.17467219900823971,0.06114816264930121,0.04164257909858842,0.07130746478529032,thumbs_up2_start
4.527041030388995,0.17467219900823971,0.020405330686538086,6.262354987143369,6.259380280994517,thumbs_up2_start
4.529278163122205,0.1682067718570861,0.019228399099707208,6.263579976322381,0.0,thumbs_up2_start
4.503003587431194,0.14784936525875556,0.0407936828678654,0.0,6.237762027758009,thumbs_up2_start
4.440789388624614,0.11848995915813776,0.04542327942157701,6.237762027758009,6.20832545946882,thumbs_up2_start
4.360572300939003,0.1920480172407301,0.0,6.101016996706822,6.000630354709998,thumbs_up2_start
4.347862977977755,0.10308160852270024,6.0978373571838915,5.878293520894503,5.789243938260005,thumbs_up2_start
4.375135792063031,0.1283232276857948,6.061103405274106,5.931740513176035,5.902678930067221,thumbs_up2_start
4.334246665062088,0.28379410920832787,6.141288252575422,5.982265072819161,5.982265072819161,thumbs_up2_start
4.338891834278212,0.41012734054149097,6.180103698656886,5.951125839636701,6.014017814393886,thumbs_up2_start
4.3156803174934755,0.24497866312686414,5.2837264602183165,5.252808480655274,5.695182703632018,thumbs_up2_start
4.322471116453838,0.4266274931268761,5.034139534781332,5.252808480655274,5.780342096251726,thumbs_up2_start
4.341497691572028,0.0,4.441442130046269,4.774807790380647,5.695182703632018,thumbs_up2_start
4.382441888238135,3.4330494480676603,3.9269908169872414,4.124386376837122,4.3906384259880475,thumbs_up2_start
4.369365039963986,3.0309354324158977,3.5346506727717255,3.721595427797474,3.80263582244048,thumbs_up2_start
4.3906384259880475,3.058451421701352,3.5540030951871806,3.594931349444356,3.592253979670427,thumbs_up2_start
4.407165846590768,3.1679023708427154,3.5598169831690223,3.682012153860377,3.7295952571373605,thumbs_up2_start
4.4065101089798375,3.191551049311736,3.525410276878362,3.614499257252722,3.582772134004774,thumbs_up2_start
4.422124080455646,3.218364544859571,3.566797672569411,3.640939375269923,3.651184918398719,thumbs_up2_start
4.446136931233765,3.316264852598033,3.6052402625905993,3.698191971600016,3.7101172013208332,thumbs_up2_start
4.429081016009236,3.19709115883551,3.5727313943085752,3.6854251098919155,3.7229728373946926,thumbs_up2_start
4.470317285813571,3.2795986772473125,3.5793839572313395,3.6528233658675826,3.7502819609172047,thumbs_up2_start
4.432439157860898,3.2795986772473125,3.590315997600514,3.7040905846588656,3.7670776938290222,thumbs_up2_start
4.483892341092828,3.2894420188485487,3.5313012249326587,3.5087664874080122,3.6394149862067944,thumbs_up2_start
4.576861266399189,-0.0,3.4936369679052106,3.438656865930836,3.5464844398748765,thumbs_up2_start
4.575322806074502,-0.0,3.4808852680438376,3.4633432079864352,3.586011863490892,thumbs_up2_start
4.579837448088016,3.1659780627625116,3.5257620179823927,3.4903636571737002,3.6464540252489197,thumbs_up2_start
4.487350693892084,3.2129001183750834,3.5003633238603653,3.5087664874080122,3.62410594861227,thumbs_up2_start
4.4674103172578254,3.227097947267998,3.575174137541555,3.7040905846588656,3.7719940750633003,thumbs_up2_start
4.453286962605279,3.164844276400256,3.4736521211326785,3.4799162760990527,3.6426060403933826,thumbs_up2_start
4.616935266051976,2.9441970937399122,3.180788255516848,3.2498632444502493,3.2600826127479308,thumbs_up2_start
4.735373437826142,3.0309354324158977,3.2779952579907405,3.295911429515912,3.319188820873281,thumbs_up2_start
4.747258561939479,3.0529367717223557,3.303430084828216,3.2712951907457053,3.2904826011992903,thumbs_up2_start
4.7945565027463894,3.0764674902554074,3.303430084828216,3.2712951907457053,3.30674133100442,thumbs_up2_start
4.798594554060468,3.0309354324158977,3.2432815053528703,3.247577011579393,3.232252540790538,thumbs_up2_start
4.868990857366705,3.0735161953317935,3.2610215796081317,3.2659476481365544,3.299361391185747,thumbs_up2_start
4.84153627051271,2.976443976175166,3.2610215796081317,3.2634350906097103,3.2741441858864673,thumbs_up2_start
