,thumb 1-2,thumb 2-3,thumb 3-4,thumb_fore 4-5,fore 5-6,fore 6-7,fore 7-8,fore_middle 8-9,middle 9-10,middle 10-11,middle 11-12,middle_ring 12-13,ring 13 -14,ring 14-15,ring 15-16,ring_pinky 16-17,pinky 17-18,pinky 18-19,pinky 19-20
0,0.9994588469612699,1.0714496051147666,1.352127380920955,-1.1525719972156678,0.4048917862850834,-0.5880026035475676,-1.1071487177940904,-0.2782996590051114,0.38050637711236496,-0.7853981633974482,-1.5707963267948966,-0.41822432957922917,0.4048917862850834,-0.7853981633974484,-1.5707963267948966,-0.5880026035475676,0.5880026035475674,0.24497866312686414,-0.4636476090008061
