,thumb 1-2,thumb 2-3,thumb 3-4,thumb_fore 4-5,fore 5-6,fore 6-7,fore 7-8,fore_middle 8-9,middle 9-10,middle 10-11,middle 11-12,middle_ring 12-13,ring 13 -14,ring 14-15,ring 15-16,ring_pinky 16-17,pinky 17-18,pinky 18-19,pinky 19-20
0,1.3801574208808012,1.2351577764672872,1.3329603993374457,-1.2722973952087173,0.8276265655104502,0.05875582271572269,-0.9272952180016123,-0.840288025991602,0.7597627548757707,-0.35877067027057225,-1.390942827002418,-0.7389200320464454,0.7443253848069943,-0.7419472680059174,-1.428899272190732,-0.7853981633974484,0.9002747688143474,0.3805063771123649,-1.5707963267948966
