,thumb 1-2,thumb 2-3,thumb 3-4,thumb_fore 4-5,fore 5-6,fore 6-7,fore 7-8,fore_middle 8-9,middle 9-10,middle 10-11,middle 11-12,middle_ring 12-13,ring 13 -14,ring 14-15,ring 15-16,ring_pinky 16-17,pinky 17-18,pinky 18-19,pinky 19-20
0,0.5667292175235062,0.8621700546672263,1.1071487177940904,0.13255153229667402,-0.9272952180016123,-1.428899272190732,-1.5707963267948966,0.9505468408120752,-1.165904540509813,-1.5707963267948966,-1.3258176636680323,1.0899090465995611,-1.165904540509813,-1.5707963267948966,-1.3258176636680323,1.051650212548374,-1.1441688336680205,-1.190289949682532,-1.5707963267948966
