thumb 1-2,thumb 2-3,thumb 3-4,thumb_fore 4-5,fore 5-6,fore 6-7,fore 7-8,fore_middle 8-9,middle 9-10,middle 10-11,middle 11-12,middle_ring 12-13,ring 13 -14,ring 14-15,ring 15-16,ring_pinky 16-17,pinky 17-18,pinky 18-19,pinky 19-20
0.23374318086890145,0.04995839572194276,0.39479111969976155,0.8210972760767722,1.0714496051147666,-0.628796286415433,-1.428899272190732,0.3430239404207034,0.9827937232473292,-0.7853981633974484,-1.508377516798939,0.41822432957922917,0.9129077216126866,-0.8818719385800353,-1.518213265183956,0.556166230120453,1.0899090465995611,-0.5880026035475676,-1.199905037982234
