thumb 1-2,thumb 2-3,thumb 3-4,thumb_fore 4-5,fore 5-6,fore 6-7,fore 7-8,fore_middle 8-9,middle 9-10,middle 10-11,middle 11-12,middle_ring 12-13,ring 13 -14,ring 14-15,ring 15-16,ring_pinky 16-17,pinky 17-18,pinky 18-19,pinky 19-20
0.7853981633974484,0.8550527371260165,0.9197196053504169,-1.1071487177940904,-0.4081491037550893,0.09966865249116202,0.7853981633974482,-0.3366748193867272,-0.3851575063634741,0.3392926144540447,1.0121970114513343,-0.36208740769372844,-0.24497866312686414,0.3392926144540447,0.9097531579442097,-0.36208740769372844,-0.2030452172534651,0.4048917862850834,0.9827937232473289
